"","2-chlorodeoxyadenosine","2-chlorodeoxyadenosine&Valproic acid","5-Azacytidine","Acalabrutinib","Acalabrutinib&AZD6738","Acalabrutinib&BGB-10188","Acalabrutinib&Buparlisib","Acalabrutinib&Compound 7n","Acalabrutinib&Copanlisib","Acalabrutinib&Duvelisib","Acalabrutinib&Idelalisib","Acalabrutinib&Nemiralisib","Acalabrutinib&Pictilisib","Acalabrutinib&Pilaralisib","Acalabrutinib&Quizartinib","Acalabrutinib&Sonrotoclax","Acalabrutinib&Umbralisib","Acalabrutinib&Venetoclax","Acalabrutinib&ZSTK474","Alectinib","Alisertib","Alisertib&Crizotinib","Allopurinol","Avadomide","AZD6738","Bendamustine","BGB-10188","BGB-10188&Ibrutinib","BGB-10188&Sonrotoclax","BGB-10188&Venetoclax","BGB-10188&Zanubrutinib","Binimetinib","Binimetinib&Venetoclax","Bortezomib","Brigatinib","Buparlisib","Buparlisib&Ibrutinib","Buparlisib&Venetoclax","Busulfan","Cabozantinib","Cabozantinib&Ruxolitinib","CBL0137","Cerdulatinib","Ceritinib","Chlorambucil","Chlorambucil&Ibrutinib","Chlorambucil&Lenalidomide","Cobimetinib","Cobimetinib&Venetoclax","Compound 7n","Compound 7n&Ibrutinib","Compound 7n&Venetoclax","Copanlisib","Copanlisib&Ibrutinib","Copanlisib&Venetoclax","Copanlisib&Zanubrutinib","Crizotinib","Cyclosporine","Cytarabine","Cytarabine&Nutlin 3a","Dasatinib","Dasatinib&Venetoclax","Dexamethasone","Dexamethasone&Lenalidomide","Dimethyl fumarate","Doramapimod","Doramapimod&Palbociclib","Doxorubicin","Duvelisib","Duvelisib&Ibrutinib","Duvelisib&Venetoclax","Duvelisib&Zanubrutinib","Eltrombopag","Ensartinib","Entospletinib","Entrectinib","Etodolac","Etoposide","Everolimus","Flavopiridol","Fludarabine","Fludarabine&Ibrutinib","Ibrutinib","Ibrutinib&Idelalisib","Ibrutinib&Nemiralisib","Ibrutinib&Pictilisib","Ibrutinib&Pilaralisib","Ibrutinib&Quizartinib","Ibrutinib&Selinexor","Ibrutinib&SNX-5422","Ibrutinib&Umbralisib","Ibrutinib&Venetoclax","Ibrutinib&ZSTK474","Idelalisib","Idelalisib&JQ1","Idelalisib&Quizartinib","Idelalisib&Ruxolitinib","Idelalisib&Trametinib","Idelalisib&Venetoclax","Idelalisib&Zanubrutinib","Imiquimod","Ixazomib","JQ1","JQ1&Palbociclib","JQ1&Ruxolitinib","JQ1&Sorafenib","Karonudib","Lenalidomide","Lenalidomide&Methylprednisolone","Lorlatinib","Melphalan","Metformin","Methotrexate","Methylprednisolone","Mycophenolate mofetil","Navitoclax","Nemiralisib","Nemiralisib&Venetoclax","Niclosamide","Nutlin 3a","Obatoclax","Palbociclib","Palbociclib&Quizartinib","Palbociclib&Ruxolitinib","Palbociclib&Sorafenib","Palbociclib&Trametinib","Palbociclib&Venetoclax","Panobinostat","Panobinostat&Ruxolitinib","PD0325901","PD0325901&Venetoclax","Pictilisib","Pictilisib&Venetoclax","Pilaralisib","Pilaralisib&Venetoclax","Pimasertib","Pimasertib&Venetoclax","Pralatrexate","Prednisone","Pyrimethamine","Quizartinib","Refametinib","Refametinib&Venetoclax","Romidepsin","Ruxolitinib","Ruxolitinib&Venetoclax","S63845","Selinexor","Selumetinib","Selumetinib&Venetoclax","Simvastatin","SNX-5422","Sodium Salicylate","Sonrotoclax","Sonrotoclax&Copanlisib","Sonrotoclax&Duvelisib","Sonrotoclax&Ibrutinib","Sonrotoclax&Idelalisib","Sonrotoclax&Zanubrutinib","Sorafenib","Sorafenib&Venetoclax","Tacrolimus","TAK-659","Thalidomide","Tirabrutinib","Trametinib","Trametinib&Venetoclax","U0126","U0126&Venetoclax","Umbralisib","Umbralisib&Venetoclax","Valproic acid","Vandetanib","Vandetanib&Vemurafenib","Vemurafenib","Venetoclax","Venetoclax&Zanubrutinib","Venetoclax&ZSTK474","Vincristine","WP1066","Zanubrutinib","ZSTK474"
"180",21.86331838,0,5.67225138,0,15.14895751,8.92102784,16.94125009,0,20.6464706,17.55596711,17.1566357,16.58866848,20.43274582,6.73287194,18.97767849,65.94854997,6.45252735,50.21009603,28.21851407,4.91854156,0.34449847,5.22660225,0,9.14808438,2.27105052,0,0,12.38479532,66.85959843,53.47551709,14.19893765,5.39109592,52.54286214,83.40397531,9.53517268,12.36328075,19.8312781,50.32860575,1.96951675,4.13486995,11.38426131,42.25163544,18.43502515,8.86629579,6.4286175,13.74619643,4.77796928,15.79688799,61.22068848,1.36503356,12.54264758,52.14882184,21.56870745,24.98128567,66.25426777,29.69234223,4.16353813,8.9509511,7.39007363,0,12.69650859,59.13341862,36.50170148,35.0098325,0,0,5.5632055,33.45921604,14.6899988,24.46309949,52.3594718,24.79884536,3.00765828,5.61747155,11.75373578,7.61666554,4.06336395,5.08506484,13.43823375,41.38106322,12.78728844,27.96931238,5.90456501,18.12701669,17.40590986,24.76387942,10.15109647,9.35528927,37.17243541,36.78876891,8.02684514,49.44011185,24.03089834,17.33435699,23.01995183,12.75375736,10.54513996,23.04279164,52.46321374,8.41801687,0,55.25972902,22.8435016,16.36665234,14.65880029,12.86441218,3.84869251,0,33.72128128,9.41639305,10.3808644,3.71119286,10.24093818,34.8760279,10.92477283,48.38539326,20.18321064,53.87868578,15.89465674,13.55052303,22.23126146,16.28928026,11.95843718,3.72786795,16.65984463,20.77902044,39.98559998,55.85139993,61.66444493,13.1029883,57.05369992,22.62917148,53.93664234,12.38849389,45.01183271,12.01826531,52.13306715,8.67175446,6.83107667,6.29885566,11.79301274,11.13857276,52.27193422,81.42568379,8.52013453,47.6234864,6.11775297,37.70229347,4.46327338,54.70474463,10.4973953,36.82826127,14.3725294,62.3107256,64.84561233,71.49057644,70.94180014,73.97283138,73.20646513,10.01431487,48.34065261,12.68198644,11.37865312,0,0,20.95031978,61.85893676,4.16184392,51.30223053,0.02623614,41.79081248,0,10.72595614,15.2165691,0,47.12130474,49.96828072,57.4237634,26.05304854,17.8683195,8.59662941,26.20263799
"181",34.87734923,44.39414901,13.64657819,15.14174988,26.38039473,19.25700566,36.58546295,0,44.89283316,13.75709709,24.21549312,20.61349297,24.69377224,13.81425984,17.85674611,67.12801908,5.80340125,42.51509116,27.19464987,0,6.56306802,3.07553845,3.46229721,0,15.76934511,4.89414277,7.72077863,11.3964615,61.61567712,47.26708205,0,14.41428037,51.95601548,87.55940665,11.71689367,18.08226861,32.63009102,50.27538067,0,0,2.31451152,48.26066744,16.60311208,15.21091112,3.1337392,22.02209669,17.85735452,25.83344467,60.98199871,2.27211367,24.73219259,41.82380768,43.04026921,37.59860378,60.36606436,41.9108717,5.2138721,2.61050137,12.96338254,20.47180647,17.09416526,50.23307749,44.9425371,50.07506902,0,0,13.31839694,28.77879296,16.7777553,7.14684396,51.15484122,28.78302522,7.7531473,2.92227043,7.93396317,22.42752358,0,1.67739253,14.17938603,49.29087535,20.70128138,27.15428626,16.19135808,25.87335513,34.64401942,28.25811806,31.2366867,30.49383688,49.63850733,57.38926638,8.3027386,45.79882906,36.90009885,14.29678256,30.41071486,0,13.77805547,36.41796381,41.53885049,13.30184579,6.39242779,69.90354774,22.70978857,25.34727538,27.0449676,31.31501413,10.84434112,5.58639456,36.5552639,0,17.67908222,4.30786994,17.16778185,37.70884001,7.52540539,53.15998788,17.80579312,35.42545749,18.42881452,15.43651447,19.17748938,6.42710944,18.68218945,8.57979384,5.90425739,23.87277945,49.71357295,69.55584421,72.31821076,25.9043027,65.71828673,22.37382378,59.02180198,14.7632667,57.70204599,31.07893587,62.98991141,12.76859662,11.74241475,3.80764451,6.92158593,14.39691473,64.87856496,76.95894574,1.03948932,33.21156909,0,41.24441794,12.89804825,54.03842402,14.11390356,44.85617909,24.39785919,51.68230276,55.27655475,67.64799906,60.6217642,59.80367829,58.51756041,2.33692115,52.27761821,2.2360817,12.45574717,0,1.0162404,30.55135166,62.70335165,0,52.04157965,7.36412681,43.73656607,0,21.61148558,22.07064897,4.94375503,48.07073024,51.6467391,56.07386828,46.98796809,15.26476982,22.10503972,40.18229019
"182",52.90504103,57.20576616,19.74257323,24.70501277,28.12878712,27.78087133,22.93427191,22.0028412,48.05334562,26.52591733,27.91569418,28.27218519,28.03274972,17.68147077,23.16415564,85.59424569,23.82943018,79.62105754,34.78633855,9.49081296,2.15089493,14.28635204,7.42402818,0,9.91320074,9.38376973,22.93090133,34.32925366,94.68892737,82.10857251,23.60327695,12.15771133,81.73607455,89.09842779,12.08851165,13.49608308,30.51352224,82.53246853,0,5.07803073,7.82471881,39.67236581,22.21708863,20.02211813,9.52574721,28.76858398,0.91572109,23.72557447,86.70126853,6.45798722,20.0084981,78.27396265,45.21564926,48.1019108,89.29636115,44.50762915,5.95015107,0,29.26059281,33.9009165,26.33448585,82.06286583,59.72640253,66.94735243,0,9.97475128,15.41023419,38.55205992,21.89613494,37.417705,86.22180842,38.27438858,9.77075122,8.36578245,17.84643023,18.27588818,2.56817264,3.68104225,20.31969176,56.46382884,27.12294213,51.71143458,35.21274858,35.16961687,39.50006144,41.28484759,27.89668692,13.55833412,57.93868197,66.25489627,27.86945496,87.08008131,39.20285869,22.63867404,30.77900055,12.77840373,17.5663169,37.68807945,83.29496088,26.3135162,0,69.71477336,29.45572421,22.95686726,23.08360961,17.35939229,13.7121322,0,58.90022795,8.37246062,17.45810876,2.87933639,0,55.7939508,7.47123819,66.08669336,26.2708938,84.2757183,20.76646345,25.13313119,13.53008416,15.87137481,8.76789048,12.63612484,14.22722114,26.00082153,80.30261622,65.87027876,70.80254299,16.02251946,86.34365671,26.79390677,85.23097623,10.58887475,84.05149586,20.13424096,81.7426779,2.76186133,8.02772537,1.09211993,0,21.46617066,87.9429851,90.84796885,4.9907547,82.03169529,9.26699306,52.98550357,13.23856625,83.13255212,10.70899934,49.26666942,18.41019613,97.39936591,95.91097276,97.09498494,91.89128718,88.67975226,93.35417599,12.42155667,81.55187423,17.06584303,11.40893645,0,16.62046665,23.64002733,86.55076484,3.64471356,81.81515751,10.74934231,82.80795665,9.2523364,19.3857269,20.26638642,0,70.32647807,87.64886545,86.73836636,33.18295478,24.47778115,28.9683749,37.50230235
"183",19.32326219,11.5861351,18.58366931,0,11.60179469,3.88215754,11.81996197,0,17.32628375,7.93206535,11.04747935,11.19080492,12.65978142,9.54023809,10.80440778,69.22169466,3.24034684,51.08003013,15.5890382,10.77428606,0,4.98881482,0,22.22283673,14.03822879,17.60692139,26.5442346,2.59084654,73.78277751,49.64383888,6.10583741,0,50.77897267,88.02523501,18.18459186,11.13780832,10.21663321,45.12031584,0,4.92837494,4.29748106,26.87248581,11.64377704,15.27257627,0.98176384,9.48685691,0.93656059,14.09631885,55.00033053,0.82794245,0,51.96817855,17.38507969,10.76807211,50.57762007,14.09781114,5.19180118,2.26785517,9.13453587,13.9832472,12.18595872,53.8907461,28.03751226,33.83642708,0,0,0.36039933,28.58286233,5.74534087,7.18782482,54.54981815,14.19513546,0.88644305,6.87103736,5.42735309,15.72139318,2.02259669,3.48742378,11.22078132,31.03338769,6.35277477,9.02020739,2.04878841,3.13905644,11.98240536,15.91597503,4.84282527,9.81631369,28.61815066,36.49606989,8.93718144,55.70675097,22.63762101,6.80762788,21.63659844,9.25891378,4.81958,22.78637561,59.5388821,6.10484106,6.88493731,62.3676856,14.41867068,11.72061842,8.34162926,9.42399148,10.54092219,0,32.36908966,1.45314686,13.3379561,0.77779128,9.27451376,36.42907123,4.02954493,42.12728473,7.54289302,54.41864613,9.41986118,9.69503708,23.80165274,8.19079016,12.56766062,4.04118096,4.91398801,10.96503687,53.78476483,58.44955752,61.84756599,4.00482482,55.83890822,11.21396851,60.35921937,3.97876195,52.02497616,4.93767394,61.30178537,8.90708338,4.3843851,2.63849543,6.21085972,7.28102435,50.70204878,82.67687197,1.95869919,48.13573237,1.7817835,28.56901722,5.68743026,56.65830794,6.28421705,32.56097883,4.76123884,59.36860886,67.8942384,77.4003723,67.51201829,72.93746416,76.09220481,5.99928296,54.0546119,0,3.39576291,0,3.1466819,11.32739782,66.89117604,1.12453958,51.12375889,3.98369463,48.956506,0,10.14267013,15.00625412,0,47.75988514,59.09282064,61.81963209,32.78077005,11.80503621,5.53079062,16.22013239
"184",24.00749293,4.34179753,21.43872873,22.84964557,21.21838739,11.9515807,24.74532919,24.55655429,41.20990101,30.54450986,26.33133534,28.02363561,28.51067423,21.72758929,17.90832084,45.79279452,15.95019159,39.83208802,33.76529428,9.01840996,4.06528342,8.16266584,6.57975191,1.19526346,18.93022323,5.76725467,20.64045951,25.57678091,50.94822396,34.88092025,24.57580169,6.17154537,37.55390421,61.25556874,4.36574552,23.50551317,27.20252156,33.91215775,0,8.81477289,6.21520869,43.67233482,9.56495657,17.08119441,2.20988758,23.31908299,0.80978841,20.09526549,38.41234617,8.86511663,16.37144891,27.80385043,32.87515134,39.716198,46.45391181,36.74422082,4.15776608,7.87150208,28.91932015,31.97281926,13.38044109,26.81673786,15.4192274,8.35007213,0,8.56335841,13.11957101,28.80178636,20.42713451,22.92205151,35.09824604,23.41045433,1.93952436,7.45739663,10.26512408,16.10395523,0,0,26.2218515,36.79377307,27.39273678,43.26926865,12.32908562,23.67501144,31.67606393,33.68636793,24.208819,30.79101817,41.78774994,46.78343316,26.98795807,35.74305507,35.6113294,9.32391342,23.96954272,24.27727168,21.14168836,28.29368877,34.17992194,27.09327598,0,31.55345893,17.29350225,12.98391161,16.17021899,20.43256066,9.79686107,0,15.02676727,3.338038,14.7831869,0,0,21.98738083,10.85413232,42.40445861,21.86026682,40.55956278,14.12121701,9.20198822,17.12755861,7.13120071,10.26408866,5.3547144,5.20869189,17.20160983,12.46733314,53.96384048,46.58075442,16.47898958,36.53572244,26.7751597,41.45488193,16.96127531,30.20913937,13.82755797,34.91046853,5.40679671,4.75876034,1.76060818,4.84972175,14.0900379,27.50190905,74.44992853,0,27.23233204,5.77285363,32.15278323,13.08465643,32.21954073,10.04984593,35.15925135,1.07173548,42.59634094,57.08346683,51.88014281,52.4569942,54.25716173,55.55186512,4.80054691,22.21006634,6.20565021,12.96157757,0.69977014,15.28641198,21.17836892,32.2176868,8.17067199,23.19038263,9.76651369,20.49193609,1.90498034,15.43619569,17.82336919,2.5119599,27.18106289,32.94467504,36.84935449,27.22184876,5.48296343,21.52747397,25.93871292
"185",38.04767012,30.08908435,19.79953271,0,20.26561564,9.34612201,20.17116495,11.1354406,27.94292073,10.5549658,12.15116465,9.296386,11.96425451,8.99444317,16.87591749,19.86915287,9.89507007,21.26528766,23.1248118,13.45785592,0,7.97905005,0,0,24.29639047,5.56933474,0,8.14633282,29.05931044,25.43413494,5.02848232,6.19218806,28.0602684,87.81151518,7.31626467,2.83358607,12.2847844,35.00537059,1.3772212,6.64726362,16.04844452,38.28359598,10.85969818,17.48820683,3.41222194,4.79347693,0.83391437,12.54735336,32.87199289,1.86485938,2.23890725,13.68218182,27.99587434,23.73480391,43.39637776,0,2.55243016,4.76689256,2.86289039,10.95779172,7.90370566,25.02951548,14.36489461,10.96521329,0,4.85422566,8.04747968,22.97259047,12.6749599,10.31278412,35.99309897,12.89207295,5.19260961,2.96731653,4.09619159,12.36834652,0.36361091,0,21.53271032,43.38287292,9.83628445,11.62016382,0,10.30538998,14.50752175,15.79145691,7.44689845,5.68529328,31.23658383,39.56152077,5.16121271,12.88407834,19.83388587,14.23079465,19.51306236,10.46744856,12.57996003,30.79652098,28.75449239,8.01529578,0,63.64773175,32.79368164,14.83913183,14.81980882,11.88964865,27.98784417,17.77375214,5.36397328,21.14227485,20.40480641,0,31.94130471,29.55868704,24.05794584,38.92003193,21.12303795,23.70643877,16.3304459,27.34112003,17.68936807,26.06478185,10.13317722,4.08511873,8.26870778,15.89870311,12.93645126,65.95053328,60.55113679,32.27937813,32.17162496,33.20934911,35.72019563,25.25686017,21.73281388,27.10949561,31.11774171,31.16242299,17.21648096,14.96712938,22.03470026,29.1562113,26.72683191,87.13725986,22.51935233,21.69710177,0,39.99036953,26.17595123,30.72911255,31.03179483,51.66012452,15.74604155,9.24204208,50.26054631,39.04111121,19.85021677,30.35413103,31.81540131,26.64748262,15.96159458,22.82234499,20.32341795,0,21.81559582,34.77458912,39.58683005,16.79034731,18.54240379,20.31694975,23.04624894,0,31.34650964,16.20307246,20.81060803,31.10546895,17.02969885,43.30366349,36.07717333,22.89929952,28.3590835,29.14367198
"187",24.25191515,15.18270395,19.44419655,32.56659432,9.76483485,0,20.66402224,7.03638253,26.21458819,10.93099342,11.47771009,14.05745681,11.15517225,4.2098102,19.25028251,33.78723305,12.49521245,34.82044436,30.77489428,24.11613455,5.3794745,15.9368305,0,19.22915341,18.66927561,0,0,0,39.69286414,32.84534898,3.51639703,10.58287058,43.28318451,83.97219064,12.92961993,8.91973496,18.66351993,29.36883515,0,10.40438849,18.44024155,41.63934835,19.71662098,18.21294352,5.75557451,5.47168988,1.09761199,15.73456467,55.15551115,1.28293337,5.83768274,28.57070629,30.10435691,29.01365048,55.08864547,24.46897252,7.82004293,5.83438056,6.66935319,15.40987235,14.65468929,43.73775963,16.86149856,22.83751337,0.36065065,1.70738212,4.90596049,17.52016831,13.37287836,13.74034314,45.18011465,22.21840664,5.34169324,2.99639854,7.33288046,15.12855337,1.7630878,0,15.2798118,44.1327736,4.78131024,12.50263543,5.07641643,1.78811473,7.87249857,12.82475442,5.05416337,9.22126263,21.61833648,45.2930281,6.43342683,31.8585811,32.71836892,15.05295287,17.48802706,23.48566331,7.29730467,37.37971338,22.0536654,1.09577135,1.68747977,55.84045719,24.75486522,13.52061571,12.69621881,15.09349559,12.92073183,0,12.65966649,5.47491881,2.50706037,6.23356795,10.08478669,18.66840402,16.17619994,34.20138675,17.71632777,35.77473265,3.47354291,5.89278299,24.05198352,2.48224713,23.72321699,7.09011031,17.72598411,29.95070329,0,54.07248148,53.69159277,18.96235126,50.70048786,21.035651,40.67272748,14.32535323,35.10136588,18.14838382,53.52367186,30.53047298,4.6886911,2.25644572,9.523099,21.69631701,50.1869291,85.47953675,2.23700392,43.46545145,5.37697263,38.93771136,5.34277205,39.80769019,25.29758852,51.4768171,9.25039051,34.44813686,53.50240532,39.10903586,34.68985331,40.55467747,24.10524815,13.17093526,36.23130036,13.28667914,7.0504519,2.05932801,5.62075254,32.47124816,59.2181759,6.39414022,34.90728446,11.26562268,35.53150687,0,16.39315102,15.42564919,6.12579696,38.73579126,34.46588915,52.46916538,33.69833952,10.78520737,19.19007852,33.05655863
"189",2.46037262,22.1360458,5.31144866,0,26.39847544,13.71626535,13.99512825,12.39697228,15.56222529,0,12.02311498,11.77775591,14.88614985,0,33.25831961,12.81469257,0.3706744,18.67448879,40.82118827,1.40298242,0,7.72834375,2.05119912,19.29822341,5.54392837,0,0.69413398,0,22.06623043,6.0013389,18.4563723,0.63650047,13.8606829,80.81955246,0,6.93007635,18.28746598,28.72791809,0,0.2764838,0,30.95538507,3.91446056,16.48202093,0,0,0,14.87675731,34.56453014,0,0,24.68288649,15.10131117,27.9437213,21.19905707,22.98966399,5.58274287,5.97865625,12.18621761,17.86558028,0.35216986,22.26091025,3.89838077,0,0,0,0,13.0358527,0,27.18780055,31.64223258,24.95179896,3.42959691,18.90474063,0,21.22100406,0,0,0,42.74117015,0,0,0,0,18.75946519,17.68151739,0,17.67527837,15.48653403,40.27520471,0,0,12.48386548,0,21.60979227,17.01227011,0,38.18309899,3.06871363,1.58907494,0,55.0698651,21.31272542,39.53088997,3.13495749,20.72313977,0,0,0,0,0,0,31.43743437,0,17.3676971,33.9963522,6.79703853,19.49777685,15.93428661,0,21.98858687,0.02153519,19.42459694,0,12.86824297,18.05301607,0,49.74650079,50.39073447,14.8358986,8.64665345,31.6954781,9.20186174,3.959673,0,18.03249153,8.22478472,41.63908875,2.65448189,4.02227929,20.99158309,17.16642291,15.54173391,66.39573189,0,0,5.24800762,35.60596313,19.16866457,10.6114983,26.54667733,33.72838685,6.08416876,9.28883952,22.93046635,21.22735521,16.96794442,20.73709951,0,19.13196708,2.36502858,10.31356196,0,2.26559622,0,34.00107486,10.69338355,0,0,0,0,2.23667588,10.4425185,16.549688,18.83421123,21.94650033,1.24309163,24.67041179,7.84477912,12.07776233,0,18.61339601
"190",23.94219532,20.12340592,19.28978368,0,22.80845594,15.0948482,25.04831384,18.10733965,31.34763439,20.4493041,17.87319891,15.94050715,16.19583638,11.58585142,22.73142613,34.54547385,10.67532175,32.22141234,26.04198262,12.10117096,5.80431989,9.61650718,11.18112485,0,21.35546884,0,0,10.35815865,34.13807371,35.74623774,9.3847772,9.5785182,35.55401384,83.19951789,12.4777391,19.47505556,17.23327389,37.37214721,1.68167154,9.76370316,16.44470733,43.42197113,13.96268222,16.46789448,3.29150349,4.16326373,0,14.1230713,42.56335833,5.08354698,1.84109347,22.11138351,32.59428556,26.99477267,49.12346815,23.24643228,2.19744106,5.56731453,1.79288765,8.44986366,12.10932143,28.90675261,41.30040725,35.59051819,0,1.52416959,3.11983789,19.73063477,8.98097727,14.15713249,36.97116482,16.86501306,10.24891093,1.8223004,4.1076614,9.18299439,0,0.20015046,15.70865924,41.40733591,5.39267219,13.74855979,0,21.41835706,22.25828367,21.24526097,11.35850018,13.03929419,33.09675753,42.68717671,9.66620945,28.29644006,29.36119449,7.97098451,20.36374738,18.54364295,16.06536775,38.06535295,33.59859065,12.1988608,0,54.23707472,25.95571804,20.4898314,19.83499209,17.40013549,15.83526603,0,27.77635908,9.53831064,5.20994378,0,32.33125321,60.93627998,28.28218856,53.47521006,15.2818376,31.63917942,10.91399978,18.03790105,21.5872684,14.69560718,7.44804938,1.19150765,11.86175156,15.81106499,17.37213422,61.09880119,65.33000714,14.05063454,41.19501224,17.4415314,36.04260065,9.06038661,28.54152655,11.55553719,38.43803373,19.19934838,6.87547396,5.11707018,0.45276372,10.73243229,29.30456896,83.11725632,0,24.44772143,0.98351761,21.62060335,5.19702575,29.61349264,17.3405499,41.20578161,3.17225317,24.63656568,47.97675679,42.46821296,26.7699956,34.83998403,0,5.15560381,22.78932004,2.8155481,1.60039485,0,0,17.36810952,38.48963243,0.75824493,22.5544171,1.11075956,22.3340755,0,14.04989196,17.92465426,2.33579272,20.44066016,0,40.7971256,13.02059398,4.35475851,0.19930137,35.5498921
"191",54.89350933,50.31559671,14.50708405,27.93274703,28.45554687,35.18737327,29.40705502,29.21752406,34.33585467,35.0525908,32.45042625,34.32109417,36.00530495,23.69638159,24.10554888,90.77832659,20.05653023,64.56798076,37.27661701,6.55655424,7.75355881,8.69658783,5.76743014,18.77375272,12.36087914,10.42267016,30.10527353,27.16167424,90.68766492,71.37866921,31.31639493,17.64859026,62.81675433,90.43877473,6.17507581,19.31369751,30.11122045,63.26325415,2.26942583,1.31632102,7.48881846,44.18840936,32.13897841,17.82482969,6.79448363,0,2.33155297,0,71.98081982,16.4690991,26.28606566,60.70493744,34.75928032,36.59154736,67.50222621,35.53750043,6.81499696,10.92904568,25.45835204,29.56873674,31.09931428,65.58542776,34.58253451,25.56293467,0,5.38306889,13.98168697,50.01705014,28.7115524,39.11056899,75.3894559,38.987309,3.62841822,7.28366892,16.36619607,23.72162149,3.76789802,7.42695411,24.06580564,49.390198,24.04660373,48.21293251,26.17609296,41.74881353,43.20296967,39.18649716,35.67033292,32.41378181,63.70627003,63.53488399,29.97108194,71.21854809,46.72564341,29.4033728,36.73578038,29.4211601,34.46012326,44.96816856,67.61364044,30.45603953,0,68.91508655,19.37845437,19.62019864,15.36443607,15.21875086,9.24750141,0,25.59759977,4.03265528,10.85719504,0.02017932,8.46019008,38.25964404,9.08364517,45.85356624,32.19344398,72.43044103,14.87998956,22.26282478,35.29591323,19.80372569,28.02657134,19.55989836,23.20203013,33.1310717,56.87091224,55.02227982,55.36809985,20.11056678,64.07503554,31.89439151,67.93511923,11.86240459,59.02673574,21.15951868,70.07661649,1.80162531,10.65994953,1.66708025,1.78190031,23.47280827,64.85635314,89.00427192,10.78850205,60.16210756,5.92613347,53.52291443,13.14061102,68.59903638,12.14420545,46.57560955,8.54751641,87.57395479,90.51453967,96.58700103,90.7625853,90.80345922,94.51414989,3.68936596,62.01538004,20.72112126,14.48764161,0,21.95019619,33.14314666,73.72782025,9.32268709,61.37371626,14.21561647,64.50816929,0,18.45239021,23.37272547,3.08639911,60.85438009,71.15520471,73.86845952,36.40176243,20.58951822,29.62079142,41.7006102
"192",14.31407576,12.41311505,9.21323109,32.7639335,37.05712853,42.71869145,42.42621985,36.50381836,55.66140795,47.84363805,40.19049892,45.51841598,41.52000053,29.14246115,33.54672284,70.34816515,31.10134124,60.62260861,47.85573065,4.57548555,37.35741245,45.70745543,2.11335233,0,14.21197338,1.23366737,24.03954363,45.52642505,62.16670151,53.26829535,42.72942405,11.39845019,44.02344226,60.87922135,0,36.43141699,50.49834653,49.3589037,0,5.8574523,17.27188135,45.9063822,25.01164169,17.92594097,12.32629965,36.70071497,2.34599762,18.92488924,50.56326897,12.8052217,37.21998079,39.43644426,48.19047565,58.74097254,67.6548905,57.93331027,14.79638808,2.48941572,37.66714802,42.93285262,24.31979583,41.88910858,6.41562279,0,0,8.35461695,22.92404027,53.66213583,34.11052056,52.18889452,58.87550198,56.30962419,10.27095696,7.68924652,17.80265258,19.6052318,0.42096253,25.97341581,52.35409081,45.66496503,22.57806392,55.86731657,35.23492588,48.26506293,48.01971903,49.27689455,39.25617702,34.11008561,56.23254825,62.0650605,37.23230062,56.98393409,46.47426657,22.44662672,38.74457895,20.52036653,20.10739703,41.63069355,47.75505959,46.53509838,0,42.23531496,25.99636504,35.86087249,30.85348566,21.21212798,33.17194166,0,0,0.30208548,20.93346564,0,44.08696989,13.00099776,20.64776036,31.27209276,23.00797538,47.81558111,3.41649428,16.53715154,25.09839904,13.40224149,15.51557166,16.67005133,22.25256532,32.43677815,25.89175935,58.41474949,58.29457015,18.08499766,47.83375402,35.08405988,55.65643806,13.73316226,33.86260911,18.54055607,44.78203618,70.34025444,5.38746595,10.17042796,11.54467934,17.03219262,43.8356596,85.51077053,2.41721145,38.16561982,0,42.69290999,12.56274869,39.70234031,12.14618513,49.36524856,4.36960182,33.47576898,74.43905182,73.93645485,79.03661641,59.40404856,80.72633962,2.87813271,21.41576199,0,21.08087635,0,23.68323919,23.62213262,41.95715264,6.51552441,21.54664367,8.92868268,36.3116339,0,22.94376171,23.51408089,3.6921806,23.02595185,59.98414674,55.41103502,70.8965496,8.22894431,39.45209071,45.69286996
